Year,Units_Sold,Price_Per_Unit,Discount_Percent,Advertising_Spend,Store_Count,Online_Sales_Percent,Customer_Rating,Toy_Name
2016,821,73.24,20.92,43223.67,26,52.47,5.0,Train Set
2025,249,21.06,20.54,6751.61,69,86.15,2.8,Barbie Doll
2022,1805,17.37,14.85,35624.77,152,26.56,3.1,Toy Bike
2021,229,63.39,28.03,3270.07,172,63.65,1.7,Barbie Doll
2024,2455,26.88,44.16,49659.92,154,47.99,3.7,Barbie Doll
2021,3373,50.54,8.05,34422.23,71,64.36,1.3,Toy Bike
2019,4798,9.86,10.76,48480.49,76,57.85,3.3,Remote Control Car
2023,4823,69.66,33.54,33742.97,185,70.5,2.7,Barbie Doll
2019,2351,56.43,2.81,12871.87,36,52.7,1.8,Building Blocks
2016,3038,66.51,33.69,46391.86,17,66.14,4.3,Puzzle Game
2017,1652,31.16,15.72,31706.84,18,68.82,4.0,Action Figure
2018,1169,31.47,17.89,29220.92,96,24.25,2.2,Puzzle Game
2019,2264,81.13,20.28,22026.48,66,83.99,2.5,Remote Control Car
2017,1961,73.26,17.48,14945.1,113,67.97,2.0,Teddy Bear
2021,2951,60.07,42.06,26973.41,138,17.74,1.8,Barbie Doll
2019,1135,64.67,47.3,18936.83,189,78.87,1.9,Toy Bike
2019,223,13.93,27.4,42847.2,39,25.26,1.5,Building Blocks
2020,3582,86.34,29.09,2411.13,142,56.91,2.4,Barbie Doll
2021,4769,78.14,3.52,26974.48,116,35.05,3.8,Remote Control Car
2024,1288,61.1,35.66,41991.68,175,56.06,2.1,Remote Control Car
2024,3360,92.27,29.2,2352.71,138,81.05,3.8,Toy Bike
2022,4884,21.02,2.52,14832.83,55,81.25,4.1,Puzzle Game
2023,3863,70.23,9.92,3524.61,152,72.88,2.4,Puzzle Game
2025,3866,96.48,10.1,30155.18,126,75.18,1.2,Toy Bike
2018,4820,34.45,8.55,16520.07,40,50.62,3.9,Train Set
2019,2023,6.45,32.93,48026.77,191,79.47,1.6,Building Blocks
2019,3832,74.81,46.42,31198.39,162,47.37,2.1,Action Figure
2022,2294,5.66,38.15,28528.3,124,26.67,3.4,Teddy Bear
2023,1707,87.89,23.87,45944.75,177,81.84,4.7,Train Set
2021,462,10.35,20.2,11955.19,63,46.76,4.0,Puzzle Game
2019,3460,67.01,19.32,28549.87,105,58.06,2.1,Teddy Bear
2017,4142,40.83,30.06,27596.35,9,60.12,4.3,Remote Control Car
2015,1432,24.32,17.96,5023.6,175,16.58,2.6,Remote Control Car
2025,1173,90.33,11.31,46670.93,173,38.32,1.6,Remote Control Car
2023,4379,75.89,30.14,35311.5,164,38.7,2.2,Remote Control Car
2019,4062,37.34,19.54,44517.19,137,67.34,4.3,Building Blocks
2023,2293,31.99,0.71,49144.33,139,64.18,2.5,Action Figure
2024,2639,74.92,1.11,24503.04,85,89.11,2.5,Building Blocks
2018,1828,84.47,13.71,40379.33,113,68.48,4.9,Train Set
2019,1179,73.01,25.62,29300.43,24,27.82,3.1,Toy Bike
2018,694,65.8,17.71,48879.03,1,37.66,3.0,Barbie Doll
2016,3572,26.65,1.2,13113.96,61,23.36,3.9,Remote Control Car
2015,1607,86.02,11.16,1677.04,85,78.96,4.8,Barbie Doll
2022,4551,76.22,4.82,10111.43,197,77.67,5.0,Teddy Bear
2018,2823,54.14,47.43,7272.92,21,83.09,4.1,Toy Bike
2019,2835,53.6,15.64,22410.66,4,62.78,4.5,Action Figure
2020,1756,59.07,0.74,4793.1,100,31.51,4.6,Building Blocks
2022,2651,83.69,33.03,11789.69,58,81.73,4.0,Puzzle Game
2025,3693,75.51,11.62,5717.03,135,31.82,3.3,Toy Bike
2022,424,86.34,28.34,24850.89,129,40.73,2.0,Toy Bike
2021,1662,53.19,7.54,14072.08,197,11.75,3.9,Toy Bike
2018,504,64.34,49.2,24079.36,77,56.24,3.0,Teddy Bear
2020,4347,86.18,48.51,5355.52,192,44.85,4.7,Puzzle Game
2018,1525,27.07,32.8,26326.66,123,61.83,1.0,Building Blocks
2021,903,47.18,35.36,7373.39,136,87.44,4.7,Action Figure
2025,773,63.96,21.29,5867.98,117,14.58,4.8,Puzzle Game
2015,1441,91.94,48.11,16190.96,60,17.32,1.9,Teddy Bear
2019,2437,6.5,21.19,43846.46,162,55.13,4.5,Puzzle Game
2024,311,25.19,11.97,39637.55,86,89.83,3.4,Barbie Doll
2024,592,27.27,5.77,47998.34,114,33.04,2.2,Train Set
2018,600,36.03,10.41,23549.57,9,52.92,3.7,Toy Bike
2025,3847,31.77,28.61,16309.63,73,26.3,4.2,Train Set
2021,687,61.06,12.25,48574.43,128,52.38,2.7,Barbie Doll
2023,214,89.13,32.71,19706.64,173,24.67,3.5,Barbie Doll
2019,2855,65.51,19.11,1446.07,82,24.17,1.8,Teddy Bear
2018,670,27.95,44.34,41185.32,17,37.09,1.1,Action Figure
2023,1273,87.06,27.92,9291.32,7,85.17,4.7,Action Figure
2019,3392,65.04,31.13,36177.71,103,62.76,1.6,Barbie Doll
2023,100,25.8,27.83,1740.97,51,39.73,3.1,Puzzle Game
2022,538,39.36,44.28,6438.52,144,61.09,1.3,Train Set
2018,714,80.05,3.17,24694.61,185,25.96,4.4,Remote Control Car
2025,1296,75.2,3.37,4327.0,92,61.0,4.1,Building Blocks
2025,2760,59.78,35.09,44542.91,25,83.62,1.8,Toy Bike
2021,4411,18.75,38.4,37743.58,22,84.96,4.3,Remote Control Car
2019,4218,81.31,21.68,17081.08,183,56.92,2.4,Barbie Doll
2024,4002,34.22,17.62,30278.5,34,80.37,4.4,Building Blocks
2018,2641,78.3,13.9,36060.81,143,40.98,2.0,Action Figure
2019,930,66.52,11.72,38014.56,16,80.85,2.9,Remote Control Car
2019,484,30.1,45.6,20388.12,16,36.73,2.0,Train Set
2025,2034,25.18,14.76,45041.21,38,66.25,3.7,Teddy Bear
2023,4502,17.44,32.4,47147.45,86,83.51,1.2,Barbie Doll
2023,4163,27.98,39.35,10590.05,93,55.2,3.3,Remote Control Car
2020,3920,19.99,1.1,45650.7,160,31.97,3.9,Toy Bike
2018,2672,63.62,1.69,35921.35,171,65.83,1.8,Barbie Doll
2016,1842,61.88,16.66,44518.77,88,19.02,1.9,Building Blocks
2017,2848,60.69,34.8,21812.96,105,37.66,3.9,Building Blocks
2016,3562,65.98,13.04,33398.68,50,81.67,2.7,Remote Control Car
2019,1543,82.4,0.07,12533.61,185,68.96,3.5,Barbie Doll
2020,2729,91.79,14.41,37803.99,38,14.37,2.7,Action Figure
2025,1675,26.89,4.51,29504.94,23,55.9,2.7,Building Blocks
2019,2469,60.84,10.97,24566.31,89,29.86,2.2,Train Set
2016,3067,12.44,16.66,34941.4,36,11.08,3.3,Action Figure
2019,1897,16.41,6.4,28064.92,178,31.39,3.4,Building Blocks
2023,3296,67.16,35.32,38502.39,98,71.92,4.0,Teddy Bear
2018,1588,51.23,12.8,43063.37,141,42.19,3.0,Puzzle Game
2024,1366,77.04,33.05,40229.71,97,31.27,3.2,Teddy Bear
2016,1769,45.44,29.95,16067.82,105,89.91,4.4,Action Figure
2017,2000,17.12,44.9,48829.84,110,56.16,1.2,Barbie Doll
2017,273,87.85,4.4,32837.32,132,27.76,3.1,Building Blocks
2023,2076,12.87,10.73,16849.86,117,26.23,1.5,Toy Bike
2018,1597,22.95,43.26,3086.46,36,18.26,3.7,Building Blocks
2015,3828,31.31,41.11,49416.72,191,58.94,4.6,Toy Bike
2015,3773,99.55,9.61,30351.85,126,80.34,2.7,Building Blocks
2021,1573,44.6,5.39,12149.47,54,78.79,3.5,Remote Control Car
2021,2753,52.66,42.81,25065.07,79,85.19,2.5,Puzzle Game
2016,2022,78.12,8.91,20479.48,60,11.85,4.0,Remote Control Car
2023,4578,65.46,43.56,47616.9,142,54.91,3.4,Barbie Doll
2023,4654,84.93,48.06,25140.39,127,83.35,3.4,Action Figure
2019,4653,51.21,11.04,24748.72,60,82.02,1.7,Building Blocks
2017,666,97.36,42.02,39935.39,60,31.68,1.0,Barbie Doll
2017,4565,80.7,21.19,20154.67,22,50.16,3.5,Teddy Bear
2017,4219,43.13,39.44,10629.4,193,17.67,1.4,Barbie Doll
2020,2671,41.22,20.37,38651.54,65,31.94,1.5,Building Blocks
2018,4291,93.3,3.52,45595.32,159,89.36,1.7,Puzzle Game
2022,2143,70.02,35.63,3240.59,119,56.81,2.6,Train Set
2025,1814,64.04,7.53,43135.1,111,89.9,2.0,Puzzle Game
2025,3226,76.99,46.35,22455.3,193,11.32,4.8,Building Blocks
2025,1182,58.28,20.89,15167.54,102,87.71,3.7,Barbie Doll
2019,4266,20.12,4.1,2919.84,150,38.31,1.8,Teddy Bear
2015,3620,35.33,11.42,11070.62,125,16.63,4.2,Puzzle Game
2023,1116,58.0,43.13,17310.62,194,17.17,2.1,Remote Control Car
2015,2196,6.73,16.05,4463.53,86,37.51,4.2,Toy Bike
2020,755,46.55,42.82,10250.71,4,47.89,2.9,Remote Control Car
2015,2408,76.8,8.61,37105.18,114,16.82,2.9,Puzzle Game
2017,3584,20.6,23.41,34656.18,104,78.12,2.5,Building Blocks
2024,3862,11.13,43.91,38722.11,7,48.88,2.0,Train Set
2019,2520,84.42,2.42,9097.63,155,39.19,3.7,Toy Bike
2024,4117,63.64,15.21,3108.48,173,51.72,3.0,Puzzle Game
2021,3510,21.78,45.49,23960.9,99,49.0,1.0,Teddy Bear
2024,3818,81.6,29.83,17796.45,189,18.25,2.3,Puzzle Game
2022,1984,67.52,35.81,39059.92,102,14.01,4.1,Train Set
2023,2369,36.74,42.11,27402.51,167,64.29,2.2,Building Blocks
2020,2922,40.74,26.18,46627.84,93,49.01,3.7,Remote Control Car
2025,259,19.81,42.27,3999.11,5,11.96,1.8,Toy Bike
2023,4884,84.35,31.94,18820.14,82,63.34,4.0,Toy Bike
2022,2857,53.36,34.28,20856.79,90,66.45,2.7,Teddy Bear
2023,4304,57.92,7.64,7168.58,55,87.6,1.0,Remote Control Car
2024,4012,88.93,46.95,29567.78,2,60.4,3.6,Train Set
2018,4886,6.5,39.8,2969.92,95,32.0,3.3,Toy Bike
2023,2003,11.36,12.71,35923.53,153,29.1,3.3,Toy Bike
2021,2440,20.35,29.0,2834.71,89,46.6,4.8,Train Set
2019,3575,7.85,18.82,43800.13,160,17.39,2.5,Teddy Bear
2019,4844,67.52,33.02,4186.32,186,49.68,4.6,Building Blocks
2015,3264,65.22,49.69,23361.12,22,36.23,1.0,Building Blocks
2016,2494,25.03,2.29,8613.88,180,76.39,4.9,Action Figure
2024,2633,19.19,47.63,7522.99,189,65.6,3.2,Teddy Bear
2017,190,18.84,3.62,36339.57,21,30.53,3.0,Barbie Doll
2022,4385,95.56,23.04,38938.3,190,48.28,4.6,Building Blocks
2020,341,70.88,24.11,37220.76,15,67.35,3.5,Toy Bike
2024,2914,60.62,13.44,20795.6,11,23.84,3.1,Train Set
2025,4227,35.64,28.33,49548.52,46,87.52,2.5,Puzzle Game
2019,2657,46.14,41.7,17658.48,71,17.34,3.6,Puzzle Game
2015,3986,13.49,14.7,13018.7,127,86.26,1.2,Action Figure
2025,2967,99.82,3.52,49828.77,158,11.34,2.0,Barbie Doll
2023,2268,76.73,31.61,48886.56,142,48.68,1.4,Train Set
2017,1847,64.04,37.59,29999.96,40,33.05,3.0,Train Set
2017,1026,60.84,47.73,11242.92,119,87.41,1.4,Building Blocks
2016,629,52.91,7.98,12686.44,70,78.44,4.2,Teddy Bear
2018,2623,29.46,45.07,26523.39,178,82.21,2.2,Remote Control Car
2016,2639,26.51,24.11,39029.06,46,49.34,3.5,Puzzle Game
2023,3333,57.21,11.79,4795.25,72,18.46,2.3,Barbie Doll
2024,1849,11.67,48.14,34695.85,36,29.77,3.8,Building Blocks
2021,1511,12.07,11.92,6052.43,56,52.47,2.4,Building Blocks
2022,4467,58.28,36.67,42361.43,140,41.12,2.5,Action Figure
2017,4118,92.38,39.24,27073.79,197,36.21,2.9,Action Figure
2020,2997,91.86,21.53,49495.01,77,34.22,2.3,Puzzle Game
2024,763,6.03,34.5,37896.13,19,28.73,1.7,Barbie Doll
2020,2473,15.2,28.62,25364.2,150,53.03,2.7,Teddy Bear
2015,1940,60.39,9.6,7917.68,12,65.06,3.7,Teddy Bear
2020,3617,85.61,37.99,27577.39,32,65.29,2.3,Toy Bike
2017,1728,95.67,46.4,6607.79,38,13.57,4.2,Teddy Bear
2025,2197,86.76,24.43,45352.96,189,12.16,4.3,Puzzle Game
2017,967,69.37,49.72,12273.32,38,16.98,1.8,Train Set
2017,2316,24.05,21.4,43402.97,80,11.42,2.1,Train Set
2024,2574,11.9,23.99,15891.23,12,45.23,1.0,Train Set
2025,1856,9.51,33.69,11873.03,101,14.29,2.4,Action Figure
2025,4101,63.15,9.29,15907.57,46,44.85,4.7,Train Set
2024,609,8.44,45.1,35670.15,80,36.95,4.1,Train Set
2025,678,75.23,40.06,26735.56,69,14.69,4.8,Train Set
2022,3116,72.68,43.62,6266.15,71,16.78,1.9,Remote Control Car
2019,1961,12.56,30.48,7715.89,26,71.77,3.3,Remote Control Car
2018,3812,91.13,44.19,19547.95,77,67.96,2.5,Puzzle Game
2023,3601,54.58,34.0,17588.63,46,32.89,3.5,Building Blocks
2023,1858,90.92,25.58,42735.04,145,20.39,4.0,Building Blocks
2015,2436,90.65,46.59,29040.41,126,38.51,1.4,Teddy Bear
2016,1945,23.72,21.99,10149.03,135,48.72,1.4,Teddy Bear
2022,3980,41.15,25.03,2388.81,106,51.39,1.4,Building Blocks
2019,1056,17.79,8.48,6015.79,64,11.97,2.1,Action Figure
2021,98,78.62,47.38,35320.17,119,58.08,4.0,Puzzle Game
2015,1900,52.89,11.05,42507.77,109,60.41,3.6,Puzzle Game
2024,1979,93.24,10.07,39344.36,125,61.44,2.2,Building Blocks
2019,2182,24.78,5.06,39703.9,170,60.11,4.4,Toy Bike
2025,1575,70.39,22.67,13787.09,119,86.55,3.9,Building Blocks
2017,378,98.98,13.68,49465.22,53,66.78,4.9,Train Set
2024,2707,68.21,37.04,5234.02,142,35.35,3.7,Barbie Doll
2016,4579,11.53,15.38,41233.67,37,74.97,3.9,Train Set
2016,637,60.9,36.04,5744.05,13,44.54,4.3,Building Blocks
2023,3255,22.09,9.8,14109.03,72,14.83,4.7,Building Blocks
2018,1648,7.9,11.5,25275.29,52,61.91,2.1,Teddy Bear
2018,3901,36.82,40.31,3613.7,161,40.58,3.6,Building Blocks
2021,2522,30.28,18.55,20314.4,101,84.43,2.6,Teddy Bear
2024,2867,79.93,5.59,18155.6,148,37.34,1.9,Train Set
2024,4657,40.5,48.07,32711.43,68,13.6,1.8,Barbie Doll
2016,1458,74.63,8.87,36182.66,129,85.74,1.4,Barbie Doll
2017,1061,6.54,7.51,5434.27,189,76.59,4.4,Remote Control Car
2017,4709,6.41,17.92,2865.36,182,88.35,1.0,Puzzle Game
2020,4448,7.78,4.78,39018.67,111,24.48,5.0,Puzzle Game
2017,4094,25.84,7.78,26871.58,75,11.7,4.9,Puzzle Game
2025,1379,40.53,42.32,27197.2,165,86.09,3.1,Remote Control Car
2019,2654,62.75,8.58,49055.12,195,69.39,4.0,Toy Bike
2018,2073,98.66,5.57,22449.34,81,78.56,2.8,Action Figure
2017,4557,38.67,44.0,10613.43,40,10.32,1.9,Teddy Bear
2022,3235,10.29,22.19,34351.42,148,62.56,4.0,Remote Control Car
2024,4653,23.52,7.86,40968.23,35,66.91,2.8,Barbie Doll
2017,4201,90.3,29.08,25615.68,168,37.48,4.5,Train Set
2020,2643,71.44,2.08,34898.91,79,47.87,4.4,Train Set
2021,3391,80.07,21.37,26182.64,141,20.63,4.8,Barbie Doll
2021,245,16.8,29.52,20960.26,90,16.4,3.8,Action Figure
2016,1840,17.82,47.86,2679.62,151,74.84,3.0,Teddy Bear
2017,1156,15.66,16.32,9513.39,13,75.77,3.2,Puzzle Game
2024,2839,86.43,38.25,24508.61,48,28.42,2.4,Remote Control Car
2024,2234,24.95,6.63,20429.9,50,75.35,3.6,Puzzle Game
2018,588,66.1,21.68,42301.3,109,39.13,1.4,Barbie Doll
2021,4834,54.04,11.16,6313.85,78,33.12,5.0,Action Figure
2016,768,56.72,24.62,3456.25,52,73.37,1.3,Building Blocks
2017,4045,23.57,20.86,5269.73,98,66.53,3.4,Puzzle Game
2021,355,65.35,48.99,34226.54,116,60.81,2.2,Teddy Bear
2021,437,9.09,45.87,30129.2,93,73.64,4.3,Puzzle Game
2024,774,99.38,29.11,31978.8,27,79.05,3.5,Toy Bike
2017,2646,7.54,8.83,8689.15,166,85.89,3.4,Barbie Doll
2015,2485,9.76,27.85,26301.29,77,59.88,4.0,Teddy Bear
2017,2390,35.84,39.6,38615.83,67,17.28,1.5,Action Figure
2019,228,84.0,1.9,34509.94,103,38.31,2.2,Teddy Bear
2021,1953,29.43,21.7,22495.7,102,20.53,3.0,Building Blocks
2018,1754,49.83,2.13,6071.53,197,19.73,2.3,Barbie Doll
2025,3433,6.71,12.2,43661.86,59,89.13,1.4,Toy Bike
2025,4225,12.49,4.61,26784.01,80,24.79,2.2,Action Figure
2015,4592,62.76,48.03,44593.38,159,69.03,2.8,Puzzle Game
2020,4911,23.46,8.44,22496.31,86,72.54,1.6,Toy Bike
2016,4715,70.95,7.51,12613.64,131,49.31,3.6,Teddy Bear
2017,145,79.61,48.6,16063.24,69,10.37,1.3,Remote Control Car
2018,1333,85.78,25.8,21489.32,195,68.22,4.6,Barbie Doll
2020,297,17.71,37.9,31096.93,79,86.17,2.5,Toy Bike
2020,1031,48.27,16.37,38676.64,15,71.58,2.4,Train Set
2021,4413,94.97,26.64,12889.39,155,52.29,1.8,Toy Bike
2019,1615,78.35,0.34,10198.37,77,57.0,2.9,Barbie Doll
2021,2191,16.11,20.44,10930.28,146,22.67,4.3,Remote Control Car
2016,785,52.74,27.75,46790.49,10,80.68,3.3,Building Blocks
2015,3437,92.63,25.72,9033.49,160,57.76,4.2,Building Blocks
2024,2709,46.8,20.29,17941.42,196,29.85,4.9,Barbie Doll
2022,498,84.55,39.4,24807.51,128,18.03,3.5,Puzzle Game
2015,1885,52.11,25.08,28253.97,194,31.41,1.7,Puzzle Game
2016,4765,15.15,31.81,43046.17,158,71.29,2.2,Toy Bike
2025,663,19.05,9.23,6531.31,180,86.42,3.6,Remote Control Car
2024,1483,9.43,43.08,6292.66,57,28.67,4.1,Toy Bike
2020,926,23.55,18.14,16504.07,174,34.78,3.6,Teddy Bear
2015,2625,89.89,24.11,21246.87,3,74.44,3.3,Barbie Doll
2024,1183,66.77,17.61,19315.01,63,68.29,4.7,Barbie Doll
2017,4920,75.19,44.6,20203.19,172,19.88,3.0,Train Set
2021,721,64.06,45.04,42721.3,69,82.84,3.7,Toy Bike
2022,1680,41.72,11.21,41996.75,98,28.72,2.2,Teddy Bear
2018,3368,25.6,37.64,40469.56,125,71.44,2.6,Puzzle Game
2017,410,92.93,5.14,38008.75,55,62.09,1.9,Train Set
2015,2442,53.91,1.49,2979.07,58,47.46,4.2,Train Set
2023,3951,50.7,41.83,8320.0,62,16.99,1.8,Remote Control Car
2024,847,99.63,6.56,36877.44,7,81.41,1.9,Action Figure
2020,1833,41.47,7.74,30147.35,19,52.43,1.4,Remote Control Car
2020,116,86.14,30.33,34023.28,118,19.06,3.9,Building Blocks
2023,3084,86.92,40.84,36129.64,19,48.15,1.3,Barbie Doll
2015,2140,27.1,9.48,45656.87,81,18.3,1.2,Teddy Bear
2020,2326,14.01,5.71,32122.0,176,39.89,3.5,Building Blocks
2019,3565,97.68,3.87,14502.8,185,19.46,2.5,Teddy Bear
2025,283,45.46,1.24,5067.78,149,30.97,4.7,Barbie Doll
2020,1272,5.21,5.82,22172.15,107,74.91,4.5,Teddy Bear
2025,2594,52.41,47.13,35782.63,1,28.61,3.0,Building Blocks
2022,1105,63.83,4.76,14813.17,82,61.04,1.3,Puzzle Game
2019,4604,78.73,29.88,6883.89,24,28.43,3.2,Toy Bike
2016,3397,94.58,46.05,49938.38,158,59.29,5.0,Toy Bike
2016,1219,91.94,31.39,21524.84,190,69.54,3.6,Action Figure
2024,4151,94.31,1.64,11599.42,199,18.26,4.2,Toy Bike
2019,543,8.05,29.82,9063.24,155,77.82,2.6,Building Blocks
2017,3229,72.62,45.15,43276.34,180,83.09,1.3,Train Set
2024,3893,26.46,16.13,41160.59,27,39.79,4.8,Action Figure
2017,1413,22.82,15.68,31052.71,67,80.2,2.3,Barbie Doll
2022,3448,81.03,12.44,27812.09,117,19.29,1.6,Puzzle Game
2021,1106,44.63,25.28,47620.51,4,44.03,1.6,Barbie Doll
2015,192,92.08,11.9,12185.11,173,22.89,1.5,Toy Bike
2019,3365,9.03,36.19,21354.29,185,86.9,2.7,Remote Control Car
2023,4881,81.21,32.24,2208.59,128,71.94,4.4,Barbie Doll
2018,2823,18.0,20.04,21510.9,129,59.6,1.6,Train Set
2015,1934,21.77,36.13,19826.61,44,15.69,4.0,Building Blocks
2022,2314,50.35,4.92,47525.17,109,23.26,1.3,Barbie Doll
2019,1974,42.58,37.48,18553.39,90,38.04,1.5,Building Blocks
2016,4095,51.19,30.15,41904.67,103,28.22,1.5,Action Figure
2015,2531,94.3,31.5,38563.09,195,34.89,3.1,Toy Bike
2017,1940,67.45,3.23,8216.33,4,87.47,4.5,Action Figure
2023,3175,32.58,30.91,48173.14,161,74.13,4.0,Building Blocks
2015,991,21.43,24.71,31917.32,178,15.6,4.5,Teddy Bear
2018,1665,44.9,24.29,30230.98,133,14.49,4.5,Building Blocks
2022,2018,47.91,16.09,1573.57,125,13.67,1.5,Teddy Bear
2022,3272,62.12,0.38,35261.33,52,67.56,3.2,Barbie Doll
2024,4200,30.27,21.13,3725.81,11,51.09,4.2,Puzzle Game
2025,1521,77.91,20.05,10083.66,131,21.84,4.8,Puzzle Game
2025,1108,14.35,21.14,5832.43,18,85.17,3.7,Toy Bike
2022,1056,58.24,30.6,19532.09,30,26.06,4.4,Remote Control Car
2024,3240,64.24,15.0,39989.86,174,67.75,2.5,Puzzle Game
2022,1270,24.65,13.47,35661.7,94,89.88,3.8,Teddy Bear
2018,4711,83.47,24.89,6228.06,145,89.24,2.5,Teddy Bear
2022,4916,63.47,29.62,40124.6,167,59.55,1.8,Puzzle Game
2023,1847,66.34,28.37,23581.51,80,22.25,1.3,Remote Control Car
2021,2921,52.29,44.08,2598.91,33,89.42,4.5,Barbie Doll
2016,563,91.41,38.46,11967.5,111,68.14,1.3,Puzzle Game
2023,1667,70.92,2.61,39474.09,194,76.15,5.0,Action Figure
2025,4567,41.27,28.17,36931.69,66,88.51,3.0,Toy Bike
2022,4662,27.67,20.89,10229.21,133,26.26,3.0,Remote Control Car
2019,3807,11.75,18.05,2861.95,164,35.78,1.3,Train Set
2017,2082,20.71,47.89,15464.9,3,29.67,1.3,Teddy Bear
2021,3260,99.3,22.84,39951.42,104,89.28,3.9,Toy Bike
2016,754,43.64,35.97,46981.13,160,62.36,2.8,Puzzle Game
2017,1723,90.38,48.35,29071.4,142,34.85,1.7,Toy Bike
2023,3749,21.2,7.55,5464.09,122,39.63,1.8,Action Figure
2018,2141,45.41,2.73,25602.22,166,46.33,1.9,Remote Control Car
2018,2898,96.25,15.68,49940.78,133,45.09,4.2,Action Figure
2017,4364,13.66,2.22,46994.78,174,23.89,3.4,Toy Bike
2019,4713,61.43,5.84,49667.34,184,78.52,1.3,Puzzle Game
2017,1827,92.32,49.59,35271.32,60,71.79,3.8,Building Blocks
2023,4403,95.22,48.01,21878.34,83,83.09,3.1,Toy Bike
2017,942,85.37,34.56,44763.35,75,52.04,3.3,Train Set
2016,1021,86.31,37.65,44863.84,7,63.76,2.2,Teddy Bear
2019,152,66.96,7.02,8073.88,141,70.32,1.1,Remote Control Car
2020,1157,25.94,29.76,38993.91,115,57.54,3.0,Puzzle Game
2015,3296,74.41,7.72,46046.17,153,66.33,3.4,Puzzle Game
2025,3762,97.95,18.92,45027.46,112,52.72,3.6,Building Blocks
2020,3467,54.96,17.27,35634.85,140,41.96,2.8,Train Set
2024,4201,29.77,30.7,27330.56,31,88.63,3.2,Toy Bike
2017,3709,59.48,3.98,39060.71,15,48.2,3.2,Building Blocks
2018,4976,70.61,5.17,26291.64,97,77.03,2.5,Remote Control Car
2020,969,24.79,30.5,16740.47,11,57.84,4.2,Teddy Bear
2022,4602,73.32,31.81,13687.99,103,31.79,2.7,Building Blocks
2023,4277,60.81,16.99,27492.2,160,19.03,1.9,Remote Control Car
2020,4638,63.17,7.34,23341.79,9,83.2,1.0,Barbie Doll
2021,2207,34.07,44.3,26700.27,52,36.98,2.1,Teddy Bear
2019,631,19.75,2.65,13774.15,169,33.63,1.4,Action Figure
2023,845,64.23,35.87,29938.57,140,69.78,3.0,Barbie Doll
2018,3247,60.69,7.0,33441.65,83,61.68,2.5,Building Blocks
2024,1933,37.11,31.87,40535.6,12,62.85,2.0,Remote Control Car
2025,3417,33.11,33.18,29909.38,192,20.54,1.5,Building Blocks
2020,859,37.99,40.21,38047.47,88,29.85,4.2,Building Blocks
2019,2983,51.54,19.75,9299.88,73,49.67,4.9,Puzzle Game
2015,3318,97.61,1.09,6932.07,140,79.5,4.4,Barbie Doll
2019,4918,77.54,40.55,9802.41,109,44.03,4.1,Building Blocks
2019,3034,85.92,22.2,42466.99,37,21.34,3.1,Train Set
2023,622,53.04,42.35,28251.34,133,42.03,4.3,Teddy Bear
2015,1256,54.98,38.8,23310.45,9,33.33,3.1,Teddy Bear
2019,4954,24.41,24.92,38345.81,185,89.57,2.3,Puzzle Game
2021,3130,73.5,49.97,7079.82,148,40.07,1.9,Building Blocks
2025,2510,45.05,23.1,1304.19,70,59.25,1.9,Building Blocks
2020,1791,75.53,34.83,16237.28,114,55.98,2.8,Teddy Bear
2020,4055,43.86,33.49,13195.82,126,23.61,3.6,Train Set
2021,4975,15.31,25.9,16059.21,141,20.41,1.6,Puzzle Game
2020,2663,21.44,29.27,48704.9,80,11.41,1.0,Teddy Bear
2019,1765,82.1,39.93,28819.54,133,20.99,1.1,Train Set
2024,1619,29.57,28.58,29866.48,118,68.13,2.2,Puzzle Game
2019,726,30.11,22.51,33127.8,171,60.61,3.9,Building Blocks
2023,1883,93.29,33.1,20488.55,81,32.72,1.0,Puzzle Game
2022,2563,67.48,1.78,48969.82,182,27.22,2.9,Puzzle Game
2024,850,15.86,5.46,48689.81,62,12.51,2.2,Action Figure
2018,1191,18.64,6.27,38693.02,10,32.65,4.7,Action Figure
2018,3102,30.87,21.29,11372.92,158,36.91,4.8,Puzzle Game
2024,2081,61.43,43.59,44129.64,7,79.21,2.6,Toy Bike
2019,1558,76.52,32.16,5945.07,185,11.09,4.9,Teddy Bear
2017,1160,31.08,48.63,31864.85,139,31.11,4.9,Toy Bike
2022,4379,87.71,2.0,23403.54,51,86.23,3.3,Toy Bike
2021,962,15.37,36.1,2921.57,64,78.15,2.5,Barbie Doll
2019,1105,24.72,15.71,45291.44,31,80.54,1.4,Teddy Bear
2024,4239,97.19,1.16,48093.55,112,10.23,3.2,Teddy Bear
2017,1800,17.8,41.3,45462.33,1,38.98,4.3,Train Set
2019,3221,89.37,8.13,10430.87,89,48.48,2.6,Train Set
2017,4203,71.87,10.7,17316.11,186,18.62,3.0,Train Set
2024,3062,11.94,17.02,47830.91,92,16.43,2.6,Puzzle Game
2019,3478,50.95,39.42,6214.77,51,38.58,3.8,Teddy Bear
2015,3612,54.3,31.23,29581.93,93,83.66,3.2,Teddy Bear
2020,406,93.55,13.24,24790.6,150,42.04,3.1,Barbie Doll
2024,4441,45.0,8.42,8443.03,46,70.54,1.9,Barbie Doll
2018,4670,47.44,5.48,44442.3,145,57.84,3.4,Train Set
2018,1667,15.69,7.49,7573.57,13,80.99,3.0,Remote Control Car
